NAME,Sample,Time,Flow,Temperature,Treatment,FlumeID,Run,Year,Succession,TAD,Primers,Type,ChlA,BA,pH,C25,O2,Temp,Turbidity,pCO2,Fluoride,Chloride,Nitrite,Bromide,Nitrate,Sulfate,Lithium,Sodium,Ammonium,Magnesium,Potassium,Calcium,Strontium,PO4,NH4,NO3,NO2,DOC,Velocity
X62A_62A_NSE724.NSE508,Ic82022,8,Intermittent,control,Ic,16,37,2022,33,10,16S,Biofilm ,1.041041056,23779653.68,8.405,361,10.05,8.8,29.6,435,11,281.5,2,2,329.5,76958.5,7.5,1199,9.5,8185.5,248,60561,657,NA,NA,NA,NA,115.2,0.099088871
X62B_62B_NSE724.NSE508,Ic82022,8,Intermittent,control,Ic,17,39,2022,33,10,16S,Biofilm ,0.712111056,11318686.87,8.405,361,10.05,8.8,29.6,435,11,281.5,2,2,329.5,76958.5,7.5,1199,9.5,8185.5,248,60561,657,NA,NA,NA,NA,115.2,0.099088871
X62C_62C_NSE724.NSE520,Ic82022,8,Intermittent,control,Ic,18,41,2022,33,10,16S,Biofilm ,0.731831333,19724603.17,8.405,361,10.05,8.8,29.6,435,11,281.5,2,2,329.5,76958.5,7.5,1199,9.5,8185.5,248,60561,657,NA,NA,NA,NA,115.2,0.099088871
B67_B67_N716.N505,Ic92021,9,Intermittent,control,Ic,17,29,2021,39,5,16S,Biofilm ,0.4339105,11052481.82,8.502,387,10.44,5.6,13,NA,0.012,0.2965,0.003,0.0005,0.3085,88.4805,NA,1.2605,0.005,8.9275,0.273,66.2205,0.7915,NA,NA,NA,NA,123.33,
C67_C67_N712.N505,Ic92021,9,Intermittent,control,Ic,18,29,2021,39,5,16S,Biofilm ,0.348291333,11976985.8,8.502,399,10.37,6.4,8,NA,0.015,0.388,0.0015,0.002,0.338,91.538,NA,1.3685,0.0165,9.151,0.3125,67.6145,0.7855,NA,NA,NA,NA,159.33,
R1038.16S_R1038.16S_N728.N508,Ic92021,9,Intermittent,control,Ic,16,26,2021,39,5,16S,Biofilm ,0.34897925,4357361.28,8.502,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
X70A_70A_NSE726.NSE508,Ic92022,9,Intermittent,control,Ic,16,37,2022,38,1,16S,Biofilm ,0.696094944,11652813.85,8.405,362,9.14,11.3,37.2,467,11,299,1.5,1.5,328,78079.5,9.5,1223,10,8265,260,61112.5,670,NA,NA,NA,NA,96.1,0.067820637
X70B_70B_NSE726.NSE508,Ic92022,9,Intermittent,control,Ic,17,39,2022,38,1,16S,Biofilm ,0.5551955,14198845.6,8.405,362,9.14,11.3,37.2,467,11,299,1.5,1.5,328,78079.5,9.5,1223,10,8265,260,61112.5,670,NA,NA,NA,NA,96.1,0.067820637
X70C_70C_NSE726.NSE520,Ic92022,9,Intermittent,control,Ic,18,41,2022,38,1,16S,Biofilm ,0.354147444,9613564.214,8.405,362,9.14,11.3,37.2,467,11,299,1.5,1.5,328,78079.5,9.5,1223,10,8265,260,61112.5,670,NA,NA,NA,NA,96.1,0.067820637
B79_B79_N727.N510,Iw102021,10,Intermittent,warm,Iw,5,29,2021,44,10,16S,Biofilm ,0.333898,7491604.209,8.491,388,9.98,7,11.2,NA,0.012,0.3225,0.002,0.0015,0.2865,89.1905,NA,1.286,NA,9.005,0.2665,67,0.778,NA,NA,NA,NA,127.33,
C79_C79_N724.N510,Iw102021,10,Intermittent,warm,Iw,6,29,2021,44,10,16S,Biofilm ,0.290929667,9395011.953,8.491,399,10.38,4.9,7.2,NA,0.015,0.3885,0.001,0.002,0.3425,91.118,NA,1.37,0.0155,9.1815,0.3165,67.9435,0.8155,NA,NA,NA,NA,148,
R1042.16S_R1042.16S_N729.N503,Iw102021,10,Intermittent,warm,Iw,4,26,2021,44,10,16S,Biofilm ,0.442588833,3654304.46,8.491,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
X74A_74A_NSE727.NSE503,Iw102022,10,Intermittent,warm,Iw,4,37,2022,40,3,16S,Biofilm ,0.177899667,11602260.7,8.409,358,9.06,13.3,66.3,424,11,303.5,3,2,313,77076.5,9,1236.5,6,8149.5,277,60189,693.5,NA,NA,NA,NA,157.3,0.092856201
X74B_74B_NSE727.NSE503,Iw102022,10,Intermittent,warm,Iw,5,39,2022,40,3,16S,Biofilm ,0.322573833,15073172.2,8.409,358,9.06,13.3,66.3,424,11,303.5,3,2,313,77076.5,9,1236.5,6,8149.5,277,60189,693.5,NA,NA,NA,NA,157.3,0.092856201
X74C_74C_NSE727.NSE515,Iw102022,10,Intermittent,warm,Iw,6,41,2022,40,3,16S,Biofilm ,0.209543833,9175829.726,8.409,358,9.06,13.3,66.3,424,11,303.5,3,2,313,77076.5,9,1236.5,6,8149.5,277,60189,693.5,NA,NA,NA,NA,157.3,0.092856201
A82_A82_N721.N503,Iw112021,11,Intermittent,warm,Iw,4,27,2021,49,15,16S,Biofilm ,0.776916333,3950363.8,NA,368,10.09,7.6,13.8,NA,0.011,0.257,0.0015,0.0025,0.2985,81.9025,NA,1.155,NA,8.5185,0.2525,62.7055,0.711,NA,NA,NA,NA,150,
B87_B87_N719.N510,Iw112021,11,Intermittent,warm,Iw,5,29,2021,49,15,16S,Biofilm ,0.73918675,27274168.63,NA,388,9.98,7,11.2,NA,0.012,0.3225,0.002,0.0015,0.2865,89.1905,NA,1.286,NA,9.005,0.2665,67,0.778,NA,NA,NA,NA,127.33,
C87_C87_N715.N510,Iw112021,11,Intermittent,warm,Iw,6,29,2021,49,15,16S,Biofilm ,0.416871333,14010061.22,NA,399,10.38,4.9,7.2,NA,0.015,0.3885,0.001,0.002,0.3425,91.118,NA,1.37,0.0155,9.1815,0.3165,67.9435,0.8155,NA,NA,NA,NA,148,
X82A_82A_NSE728.NSE503,Iw112022,11,Intermittent,warm,Iw,4,37,2022,42,5,16S,Biofilm ,0.493177167,30194011.54,8.273,367,9.49,10.9,50.5,483,11,317.5,4,2.5,332,78732,8.5,1274,12,8387.5,249.5,59365.5,677,NA,NA,NA,NA,154.3,0.102268439
X82B_82B_NSE728.NSE503,Iw112022,11,Intermittent,warm,Iw,5,39,2022,42,5,16S,Biofilm ,0.2224555,19887301.59,8.273,367,9.49,10.9,50.5,483,11,317.5,4,2.5,332,78732,8.5,1274,12,8387.5,249.5,59365.5,677,NA,NA,NA,NA,154.3,0.102268439
X82C_82C_NSE728.NSE515,Iw112022,11,Intermittent,warm,Iw,6,41,2022,42,5,16S,Biofilm ,0.293046333,29761255.41,8.273,367,9.49,10.9,50.5,483,11,317.5,4,2.5,332,78732,8.5,1274,12,8387.5,249.5,59365.5,677,NA,NA,NA,NA,154.3,0.102268439
A2_A2_N716.N503,Iw12021,1,Intermittent,warm,Iw,4,27,2021,4,NA,16S,Biofilm ,0.023647583,874504.4613,8.468,359,9.89,9.2,9.6,NA,0.011,0.2305,0.0005,0.002,0.2865,78.4475,NA,1.107,NA,8.341,0.2435,61.0565,0.725,NA,NA,NA,NA,150.33,
B2_B2_N722.N503,Iw12021,1,Intermittent,warm,Iw,5,27,2021,4,NA,16S,Biofilm ,0.019467167,2101767.68,8.468,372,8.99,12.4,14.8,NA,0.011,0.27,0.002,0.002,0.266,83.7955,NA,1.191,0.0125,8.72,0.2935,63.753,0.8065,NA,NA,NA,NA,186.33,
C10_C10_N724.N503,Iw12021,1,Intermittent,warm,Iw,6,28,2021,4,NA,16S,Biofilm ,0.025975917,5367979.07,8.468,382,NA,9.6,49.2,NA,0.012,0.329,0.001,0.002,0.3315,85.922,NA,1.3095,0.021,8.6545,0.2995,64.7615,0.769,NA,NA,NA,NA,143.67,
X2A_2A_NSE716.NSE503,Iw12022,1,Intermittent,warm,Iw,4,37,2022,5,NA,16S,Biofilm ,0.032202444,1095021.645,8.279,288,9.78,10.8,25.57,474,10,190.5,5.5,1.5,338.5,53320.5,8,943,8,6371,212,49693,544,NA,NA,NA,NA,NA,0.188132212
X2B_2B_NSE716.NSE503,Iw12022,1,Intermittent,warm,Iw,5,39,2022,5,NA,16S,Biofilm ,0.0478305,1224891.775,8.279,288,9.78,10.8,25.57,474,10,190.5,5.5,1.5,338.5,53320.5,8,943,8,6371,212,49693,544,NA,NA,NA,NA,NA,0.188132212
X2C_2C_NSE716.NSE515,Iw12022,1,Intermittent,warm,Iw,6,41,2022,5,NA,16S,Biofilm ,0.037917444,1673376.623,8.279,288,9.78,10.8,25.57,474,10,190.5,5.5,1.5,338.5,53320.5,8,943,8,6371,212,49693,544,NA,NA,NA,NA,NA,0.188132212
X90A_90A_NSE716.NSE503,Iw122022,12,Intermittent,warm,Iw,4,38,2022,47,10,16S,Biofilm ,0.592801611,35189610.39,8.379,375,9.34,10.8,53.9,655,12,335.5,7,2,325.5,81561.5,12.5,1501.5,15.5,8781.5,273,63219,732,NA,NA,NA,NA,119,0.095817711
X90B_90B_NSE716.NSE503,Iw122022,12,Intermittent,warm,Iw,5,40,2022,47,10,16S,Biofilm ,0.428442444,24172871.57,8.379,375,9.34,10.8,53.9,655,12,335.5,7,2,325.5,81561.5,12.5,1501.5,15.5,8781.5,273,63219,732,NA,NA,NA,NA,119,0.095817711
X90C_90C_NSE716.NSE515,Iw122022,12,Intermittent,warm,Iw,6,42,2022,47,10,16S,Biofilm ,0.211907444,37077128.43,8.379,375,9.34,10.8,53.9,655,12,335.5,7,2,325.5,81561.5,12.5,1501.5,15.5,8781.5,273,63219,732,NA,NA,NA,NA,119,0.095817711
X98A_98A_NSE718.NSE503,Iw132022,13,Intermittent,warm,Iw,4,38,2022,54,17,16S,Biofilm ,0.281334111,43709956.71,8.357,378,9.49,10.8,101.3,558,12,379,3.5,2,320,84024.5,16,1388.5,8,8839.5,298,64924,752.5,NA,NA,NA,NA,142,0.13977079
X98B_98B_NSE718.NSE503,Iw132022,13,Intermittent,warm,Iw,5,40,2022,54,17,16S,Biofilm ,0.335450222,30987157.29,8.357,378,9.49,10.8,101.3,558,12,379,3.5,2,320,84024.5,16,1388.5,8,8839.5,298,64924,752.5,NA,NA,NA,NA,142,0.13977079
X98C_98C_NSE718.NSE515,Iw132022,13,Intermittent,warm,Iw,6,42,2022,54,17,16S,Biofilm ,0.984243833,27380735.93,8.357,378,9.49,10.8,101.3,558,12,379,3.5,2,320,84024.5,16,1388.5,8,8839.5,298,64924,752.5,NA,NA,NA,NA,142,0.13977079
X106A_106A_NSE719.NSE503,Iw142022,14,Intermittent,warm,Iw,4,38,2022,61,24,16S,Biofilm ,0.4866155,33236219.34,8.278,373,9.37,11.4,84.4,616,13,411,4.5,3.5,341.5,83634.5,11,1400.5,8,8732,392.5,63687,729,NA,NA,NA,NA,213,0.241338834
X106B_106B_NSE719.NSE503,Iw142022,14,Intermittent,warm,Iw,5,40,2022,61,24,16S,Biofilm ,0.322997167,46014935.06,8.278,373,9.37,11.4,84.4,616,13,411,4.5,3.5,341.5,83634.5,11,1400.5,8,8732,392.5,63687,729,NA,NA,NA,NA,213,0.241338834
X106C_106C_NSE719.NSE515,Iw142022,14,Intermittent,warm,Iw,6,42,2022,61,24,16S,Biofilm ,0.354500222,36931673.88,8.278,373,9.37,11.4,84.4,616,13,411,4.5,3.5,341.5,83634.5,11,1400.5,8,8732,392.5,63687,729,NA,NA,NA,NA,213,0.241338834
X114A_114A_NSE720.NSE503,Iw152022,15,Intermittent,warm,Iw,4,38,2022,67,30,16S,Biofilm ,0.568918556,44979942.28,8.393,399,8.95,13.6,31.1,445,12,459.5,12.5,3.5,308.5,89604,13.5,1688,22.5,9432,1129,65424,774,9.62,15.12,304.96,2.33,NA,0.405230157
X114B_114B_NSE720.NSE503,Iw152022,15,Intermittent,warm,Iw,5,40,2022,67,30,16S,Biofilm ,0.915064111,36308802.31,8.393,399,8.95,13.6,31.1,445,12,459.5,12.5,3.5,308.5,89604,13.5,1688,22.5,9432,1129,65424,774,9.62,15.12,304.96,2.33,NA,0.405230157
X114C_114C_NSE720.NSE515,Iw152022,15,Intermittent,warm,Iw,6,42,2022,67,30,16S,Biofilm ,0.406393833,42740909.09,8.393,399,8.95,13.6,31.1,445,12,459.5,12.5,3.5,308.5,89604,13.5,1688,22.5,9432,1129,65424,774,9.62,15.12,304.96,2.33,NA,0.405230157
X122A_122A_NSE721.NSE503,Iw162022,16,Intermittent,warm,Iw,4,38,2022,75,38,16S,Biofilm ,0.948436889,62379617.6,8.339,400,9.33,9.9,38.8,366,13,465.5,4.5,4,339.5,93003.5,10.5,1556.5,29.5,9504.5,383,67349,831.5,NA,NA,NA,NA,NA,0.381621834
X122B_122B_NSE721.NSE503,Iw162022,16,Intermittent,warm,Iw,5,40,2022,75,38,16S,Biofilm ,1.142641056,64939782.75,8.339,400,9.33,9.9,38.8,366,13,465.5,4.5,4,339.5,93003.5,10.5,1556.5,29.5,9504.5,383,67349,831.5,NA,NA,NA,NA,NA,0.381621834
X122C_122C_NSE721.NSE515,Iw162022,16,Intermittent,warm,Iw,6,42,2022,75,38,16S,Biofilm ,1.479684944,90969203.94,8.339,400,9.33,9.9,38.8,366,13,465.5,4.5,4,339.5,93003.5,10.5,1556.5,29.5,9504.5,383,67349,831.5,NA,NA,NA,NA,NA,0.381621834
X130A_130A_NSE722.NSE503,Iw172022,17,Intermittent,warm,Iw,4,38,2022,82,45,16S,Biofilm ,0.984067444,40819480.52,8.368,400,9.38,10.7,90.8,516,13.5,476,9.5,3.5,336,90289.5,10.5,1579.5,10.5,9387.5,336.5,67299.5,782.5,NA,NA,NA,NA,205,0.334728011
X130B_130B_NSE722.NSE503,Iw172022,17,Intermittent,warm,Iw,5,40,2022,82,45,16S,Biofilm ,0.603914111,32748412.7,8.368,400,9.38,10.7,90.8,516,13.5,476,9.5,3.5,336,90289.5,10.5,1579.5,10.5,9387.5,336.5,67299.5,782.5,NA,NA,NA,NA,205,0.334728011
X130C_130C_NSE722.NSE515,Iw172022,17,Intermittent,warm,Iw,6,42,2022,82,45,16S,Biofilm ,1.055716611,23339249.64,8.368,400,9.38,10.7,90.8,516,13.5,476,9.5,3.5,336,90289.5,10.5,1579.5,10.5,9387.5,336.5,67299.5,782.5,NA,NA,NA,NA,205,0.334728011
X138A_138A_NSE723.NSE503,Iw182022,18,Intermittent,warm,Iw,4,38,2022,87,1,16S,Biofilm ,1.244417444,29770887.45,8.409,406,9.06,10.8,44.4,442,14,536,6,3.5,311.5,92376,11,1587.5,7,9333.5,338,66582,839,NA,NA,NA,NA,186,0.208400939
X138B_138B_NSE723.NSE503,Iw182022,18,Intermittent,warm,Iw,5,40,2022,87,1,16S,Biofilm ,0.507323556,38692568.54,8.409,406,9.06,10.8,44.4,442,14,536,6,3.5,311.5,92376,11,1587.5,7,9333.5,338,66582,839,NA,NA,NA,NA,186,0.208400939
X138C_138C_NSE723.NSE515,Iw182022,18,Intermittent,warm,Iw,6,42,2022,87,1,16S,Biofilm ,0.698846611,13782467.53,8.409,406,9.06,10.8,44.4,442,14,536,6,3.5,311.5,92376,11,1587.5,7,9333.5,338,66582,839,NA,NA,NA,NA,186,0.208400939
X146A_146A_NSE724.NSE503,Iw192022,19,Intermittent,warm,Iw,4,38,2022,89,3,16S,Biofilm ,0.848812444,40904761.9,8.288,402,9.4,10.6,78.9,520,13,564,8,4,316.5,91290,12.5,1651.5,15,9337.5,336,66692,778.5,NA,NA,NA,NA,174.7,0.209073594
X146B_146B_NSE724.NSE503,Iw192022,19,Intermittent,warm,Iw,5,40,2022,89,3,16S,Biofilm ,0.7698255,57582972.58,8.288,402,9.4,10.6,78.9,520,13,564,8,4,316.5,91290,12.5,1651.5,15,9337.5,336,66692,778.5,NA,NA,NA,NA,174.7,0.209073594
X146C_146C_NSE724.NSE515,Iw192022,19,Intermittent,warm,Iw,6,42,2022,89,3,16S,Biofilm ,0.560310778,30470634.92,8.288,402,9.4,10.6,78.9,520,13,564,8,4,316.5,91290,12.5,1651.5,15,9337.5,336,66692,778.5,NA,NA,NA,NA,174.7,0.209073594
X154A_154A_NSE726.NSE503,Iw202022,20,Intermittent,warm,Iw,4,38,2022,91,5,16S,Biofilm ,1.005551611,43234992.78,8.429,416,9.99,8,52.1,484,13,562.5,6.5,2.5,347.5,95321,13.5,1671.5,10.5,9626.5,357,68400,797,NA,NA,NA,NA,204.7,0.174584888
X154B_154B_NSE726.NSE502,Iw202022,20,Intermittent,warm,Iw,5,40,2022,91,5,16S,Biofilm ,0.457440778,48890259.74,8.429,416,9.99,8,52.1,484,13,562.5,6.5,2.5,347.5,95321,13.5,1671.5,10.5,9626.5,357,68400,797,NA,NA,NA,NA,204.7,0.174584888
X154C_154C_NSE726.NSE515,Iw202022,20,Intermittent,warm,Iw,6,42,2022,91,5,16S,Biofilm ,0.833396056,34364646.46,8.429,416,9.99,8,52.1,484,13,562.5,6.5,2.5,347.5,95321,13.5,1671.5,10.5,9626.5,357,68400,797,NA,NA,NA,NA,204.7,0.174584888
X162A_162A_NSE727.NSE503,Iw212022,21,Intermittent,warm,Iw,4,38,2022,96,10,16S,Biofilm ,0.761323556,37882756.13,8.146,397,9.44,11.5,156.6,503,13,546,4,4.5,341,91473,11,1622,15,9367,384.5,65606.5,766.5,8.15,15.4,371.8,1.73,203.7,0.143038386
X162B_162B_NSE727.NSE503,Iw212022,21,Intermittent,warm,Iw,5,40,2022,96,10,16S,Biofilm ,0.381558278,50816810.97,8.146,397,9.44,11.5,156.6,503,13,546,4,4.5,341,91473,11,1622,15,9367,384.5,65606.5,766.5,8.15,15.4,371.8,1.73,203.7,0.143038386
X162C_162C_NSE727.NSE515,Iw212022,21,Intermittent,warm,Iw,6,42,2022,96,10,16S,Biofilm ,0.657748,38977633.48,8.146,397,9.44,11.5,156.6,503,13,546,4,4.5,341,91473,11,1622,15,9367,384.5,65606.5,766.5,8.15,15.4,371.8,1.73,203.7,0.143038386
A10_A10_N718.N503,Iw22021,2,Intermittent,warm,Iw,4,27,2021,8,NA,16S,Biofilm ,0.045502167,3316748.15,8.372,359,9.89,9.2,9.6,NA,0.011,0.2305,0.0005,0.002,0.2865,78.4475,NA,1.107,NA,8.341,0.2435,61.0565,0.725,NA,NA,NA,NA,150.33,
B10_B10_N723.N503,Iw22021,2,Intermittent,warm,Iw,5,27,2021,8,NA,16S,Biofilm ,0.057302583,30661090.74,8.372,368,10.17,6,11.6,NA,0.011,0.2545,0.0015,0.002,0.299,81.817,NA,1.142,0.0055,8.468,0.252,62.335,0.728,NA,NA,NA,NA,134.33,
C18_C18_N726.N503,Iw22021,2,Intermittent,warm,Iw,6,28,2021,8,NA,16S,Biofilm ,0.079950917,20348557.69,8.372,382,NA,9.6,49.2,NA,0.012,0.329,0.001,0.002,0.3315,85.922,NA,1.3095,0.021,8.6545,0.2995,64.7615,0.769,NA,NA,NA,NA,143.67,
X10A_10A_NSE718.NSE503,Iw22022,2,Intermittent,warm,Iw,4,37,2022,10,NA,16S,Biofilm ,0.15285,10838023.09,8.308,285,9.71,10.7,25.2,428,9.5,177,6,1.5,324.5,51944.5,8.5,917,11,6216.5,180.5,47290.5,499.5,NA,NA,NA,NA,103,0.14183774
X10B_10B_NSE718.NSE503,Iw22022,2,Intermittent,warm,Iw,5,39,2022,10,NA,16S,Biofilm ,0.07358,10838167.39,8.308,285,9.71,10.7,25.2,428,9.5,177,6,1.5,324.5,51944.5,8.5,917,11,6216.5,180.5,47290.5,499.5,NA,NA,NA,NA,103,0.14183774
X10C_10C_NSE718.NSE515,Iw22022,2,Intermittent,warm,Iw,6,41,2022,10,NA,16S,Biofilm ,0.11839,3802886.003,8.308,285,9.71,10.7,25.2,428,9.5,177,6,1.5,324.5,51944.5,8.5,917,11,6216.5,180.5,47290.5,499.5,NA,NA,NA,NA,103,0.14183774
X170A_170A_NSE728.NSE503,Iw222022,22,Intermittent,warm,Iw,4,38,2022,103,17,16S,Biofilm ,0.548704389,46324458.87,8.422,443,10.73,5,6.4,530,15,648.5,2.5,4,353.5,104209,11.5,1835.5,19.5,10368,344,73812.5,880,NA,NA,NA,NA,129.33,0.135577775
X170B_170B_NSE728.NSE503,Iw222022,22,Intermittent,warm,Iw,5,40,2022,103,17,16S,Biofilm ,0.548333973,35237012.99,8.422,443,10.73,5,6.4,530,15,648.5,2.5,4,353.5,104209,11.5,1835.5,19.5,10368,344,73812.5,880,NA,NA,NA,NA,129.33,0.135577775
X170C_170C_NSE728.NSE515,Iw222022,22,Intermittent,warm,Iw,6,42,2022,103,17,16S,Biofilm ,0.547963556,52146248.2,8.422,443,10.73,5,6.4,530,15,648.5,2.5,4,353.5,104209,11.5,1835.5,19.5,10368,344,73812.5,880,NA,NA,NA,NA,129.33,0.135577775
A18_A18_N719.N503,Iw32021,3,Intermittent,warm,Iw,4,27,2021,11,NA,16S,Biofilm ,0.118103833,3059469.7,8.405,359,9.89,9.2,9.6,NA,0.011,0.2305,0.0005,0.002,0.2865,78.4475,NA,1.107,NA,8.341,0.2435,61.0565,0.725,NA,NA,NA,NA,150.33,
B18_B18_N724.N503,Iw32021,3,Intermittent,warm,Iw,5,27,2021,11,NA,16S,Biofilm ,0.1443505,18223775.45,8.405,372,8.99,12.4,14.8,NA,0.011,0.27,0.002,0.002,0.266,83.7955,NA,1.191,0.0125,8.72,0.2935,63.753,0.8065,NA,NA,NA,NA,186.33,
C26_C26_N727.N503,Iw32021,3,Intermittent,warm,Iw,6,28,2021,11,NA,16S,Biofilm ,0.061747583,9445546.41,8.405,379,NA,7.7,33.6,NA,0.012,0.3305,0.003,0.0025,0.326,86.4145,NA,1.2845,0.009,8.7505,0.28,65.484,0.808,NA,NA,NA,NA,178.67,
X18A_18A_NSE719.NSE503,Iw32022,3,Intermittent,warm,Iw,4,37,2022,14,NA,16S,Biofilm ,0.231874667,4757647.908,8.263,314,10.13,9,27.2,452,11,205,2.5,2.5,341,61587.5,8,1006,7.5,7021.5,193.5,52345,627,16.28,13.25,460.5,3.25,114.3,0.127176284
X18B_18B_NSE719.NSE503,Iw32022,3,Intermittent,warm,Iw,5,39,2022,14,NA,16S,Biofilm ,0.2357905,5312698.413,8.263,314,10.13,9,27.2,452,11,205,2.5,2.5,341,61587.5,8,1006,7.5,7021.5,193.5,52345,627,16.28,13.25,460.5,3.25,114.3,0.127176284
X18C_18C_NSE719.NSE515,Iw32022,3,Intermittent,warm,Iw,6,41,2022,14,NA,16S,Biofilm ,0.168656889,9355194.805,8.263,314,10.13,9,27.2,452,11,205,2.5,2.5,341,61587.5,8,1006,7.5,7021.5,193.5,52345,627,16.28,13.25,460.5,3.25,114.3,0.127176284
A26_A26_N720.N503,Iw42021,4,Intermittent,warm,Iw,4,27,2021,16,NA,16S,Biofilm ,0.10037675,1605291.5,8.388,360,9.83,6.9,9.2,NA,0.011,0.275,0.001,0.002,0.288,78.6775,NA,1.1085,0.0335,8.338,0.244,61.1495,0.7365,NA,NA,NA,NA,212.33,
B26_B26_N726.N503,Iw42021,4,Intermittent,warm,Iw,5,27,2021,16,NA,16S,Biofilm ,0.146520083,1692803.03,8.388,372,8.99,12.4,14.8,NA,0.011,0.27,0.002,0.002,0.266,83.7955,NA,1.191,0.0125,8.72,0.2935,63.753,0.8065,NA,NA,NA,NA,186.33,
C34_C34_N728.N503,Iw42021,4,Intermittent,warm,Iw,6,28,2021,16,NA,16S,Biofilm ,0.141281333,10614591.69,8.388,363,9.42,8.8,165.2,NA,0.013,0.408,0.004,0.0015,0.3645,88.4185,NA,1.1755,0.008,8.2075,0.358,62.858,0.7605,NA,NA,NA,NA,884,
X26A_26A_NSE720.NSE503,Iw42022,4,Intermittent,warm,Iw,4,37,2022,19,NA,16S,Biofilm ,0.404594667,8896103.896,8.203,314,10.28,9.3,36.3,451,11,212.5,2,2,419.5,61483,8,1012,10,6945.5,228.5,52359,535,NA,NA,NA,NA,137.3,0.131835273
X26B_26B_NSE720.NSE503,Iw42022,4,Intermittent,warm,Iw,5,39,2022,19,NA,16S,Biofilm ,0.451020222,13921067.82,8.203,314,10.28,9.3,36.3,451,11,212.5,2,2,419.5,61483,8,1012,10,6945.5,228.5,52359,535,NA,NA,NA,NA,137.3,0.131835273
X26C_26C_NSE720.NSE515,Iw42022,4,Intermittent,warm,Iw,6,41,2022,19,NA,16S,Biofilm ,0.399691056,16654040.4,8.203,314,10.28,9.3,36.3,451,11,212.5,2,2,419.5,61483,8,1012,10,6945.5,228.5,52359,535,NA,NA,NA,NA,137.3,0.131835273
B34_B34_N720.N503,Iw52021,5,Intermittent,warm,Iw,5,28,2021,21,1,16S,Biofilm ,0.0586255,10035205.56,8.395,373,9.04,10.6,15.4,NA,0.0115,0.271,0.003,0.0025,0.267,84.527,NA,1.1875,0.008,8.6985,0.2695,63.634,0.747,NA,NA,NA,NA,170.67,
C42_C42_N729.N503,Iw52021,5,Intermittent,warm,Iw,6,28,2021,21,1,16S,Biofilm ,0.1526055,12377340.87,8.395,352,9.56,8.8,292.8,NA,0.0135,0.4025,0.0025,0.0025,0.365,93.478,NA,1.197,0.0165,8.3885,0.36,65.2145,0.838,NA,NA,NA,NA,462,
R1002.16S_R1002.16S_N719.N503,Iw52021,5,Intermittent,warm,Iw,4,26,2021,21,1,16S,Biofilm ,0.1037105,11635072.95,8.395,397,10.14,8.3,19.2,NA,0.0145,0.392,0.0015,0.002,0.327,92.6635,NA,1.365,0.0165,9.235,0.318,67.54,0.79,NA,NA,NA,NA,150.67,
X34A_34A_NSE721.NSE503,Iw52022,5,Intermittent,warm,Iw,4,37,2022,24,1,16S,Biofilm ,1.085138278,14072655.12,8.326,338,9.94,10.9,35.7,537,11,242,0,2.5,364,69801,10,1096,11,7617.5,230,56536.5,618.5,NA,NA,NA,NA,191.3,0.093794874
X34B_34B_NSE721.NSE503,Iw52022,5,Intermittent,warm,Iw,5,39,2022,24,1,16S,Biofilm ,1.105176056,13166450.22,8.326,338,9.94,10.9,35.7,537,11,242,0,2.5,364,69801,10,1096,11,7617.5,230,56536.5,618.5,NA,NA,NA,NA,191.3,0.093794874
X34C_34C_NSE721.NSE515,Iw52022,5,Intermittent,warm,Iw,6,41,2022,24,1,16S,Biofilm ,0.760970778,15413564.21,8.326,338,9.94,10.9,35.7,537,11,242,0,2.5,364,69801,10,1096,11,7617.5,230,56536.5,618.5,NA,NA,NA,NA,191.3,0.093794874
B42_B42_N721.N503,Iw62021,6,Intermittent,warm,Iw,5,28,2021,25,5,16S,Biofilm ,0.022536333,3001308.14,8.447,387,10.08,7.8,11.6,NA,0.012,0.2915,0.0035,0.0015,0.3025,86.9325,NA,1.233,NA,8.829,0.263,65.435,0.76,NA,NA,NA,NA,119.33,
C47_C47_N728.N510,Iw62021,6,Intermittent,warm,Iw,6,29,2021,25,5,16S,Biofilm ,0.047883417,3190862.963,8.447,385,10.66,4.4,NA,NA,0.015,0.365,0.002,0.003,0.3345,86.814,NA,1.3275,0.012,8.9145,0.3265,66.3835,0.8095,NA,NA,NA,NA,171.33,
R1010.16S_R1010.16S_N720.N503,Iw62021,6,Intermittent,warm,Iw,4,26,2021,25,5,16S,Biofilm ,0.053175083,7176254.61,8.447,397,10.14,8.3,19.2,NA,0.0145,0.392,0.0015,0.002,0.327,92.6635,NA,1.365,0.0165,9.235,0.318,67.54,0.79,NA,NA,NA,NA,150.67,
X42A_42A_NSE722.NSE503,Iw62022,6,Intermittent,warm,Iw,4,37,2022,26,3,16S,Biofilm ,0.591849111,18337662.34,8.328,348,10.52,8.9,14.5,416,11.5,249,3,1.5,352,73308,11,1114,11.5,7843.5,231,58267.5,649,NA,NA,NA,NA,108,0.107656504
